forecast_date,target_end_date,location,target,quantile,value,type
2022-11-28,2022-12-17,15,3 wk ahead inc flu hosp,0.95,775.0691338770821,quantile
2022-11-28,2022-12-17,15,3 wk ahead inc flu hosp,0.975,1010.1579798430294,quantile
2022-11-28,2022-12-17,15,3 wk ahead inc flu hosp,0.99,1226.9010391719348,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.01,4.562764004467645,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.025,7.901226468653988,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.05,13.296981225519032,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.1,24.60209256502921,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.15,36.40939938645005,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.2,48.56878988164226,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.25,61.17036925488151,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.3,74.31799123551741,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.35,88.17451601395021,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.4,102.87782575417737,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.45,118.57291562016314,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.5,135.5142502383444,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.55,154.13191852715613,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.6,175.11977987894056,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.65,199.5402414003422,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.7,229.06500741726177,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.75,266.5770672024337,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.8,317.5077817758165,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.85,393.64042898739626,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.9,523.9075173960828,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.95,799.4415885434591,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.975,1108.885790608838,quantile
2022-11-28,2022-12-24,15,4 wk ahead inc flu hosp,0.99,1515.9018034012206,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.01,23.53014248278329,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.025,32.02823773078983,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.05,40.963806515088855,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.1,53.489038153817226,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.15,63.89394284665728,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.2,73.08028445643377,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.25,81.3589671224274,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.3,89.05333987926922,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.35,96.37959868297186,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.4,103.50262227659668,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.45,110.57857450438856,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.5,117.77765629861214,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.55,125.28546474743774,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.6,133.30848888770674,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.65,142.10188627486465,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.7,152.01410405851766,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.75,163.6088082042353,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.8,177.89033995957436,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.85,196.88239108761607,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.9,225.51477698068425,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.95,281.4145882799046,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.975,347.4381458630216,quantile
2022-11-28,2022-12-03,16,1 wk ahead inc flu hosp,0.99,448.8212769708788,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.01,15.732403685027318,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.025,22.70120531425168,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.05,30.992913207503197,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.1,45.064702099237294,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.15,58.35754668821747,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.2,71.14658877993563,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.25,83.6485749017013,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.3,96.06043597423786,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.35,108.55402960380232,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.4,121.24864623805354,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.45,134.23596839817753,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.5,147.70021426405157,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.55,161.96637962409554,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.6,177.55315224099456,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.65,195.2560133968162,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.7,216.30730037724976,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.75,242.8030331494413,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.8,278.488227435425,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.85,330.65587959640874,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.9,415.398285901869,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.95,575.0607081722592,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.975,723.3039444582978,quantile
2022-11-28,2022-12-10,16,2 wk ahead inc flu hosp,0.99,878.4039460747462,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.01,7.934663647245904,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.025,13.37416793761176,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.05,21.02202237996842,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.1,36.64036852470826,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.15,52.82115052977765,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.2,69.21290302364102,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.25,85.93817772087343,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.3,103.06755190961358,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.35,120.72844068422572,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.4,138.99467019951038,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.45,157.89337221217005,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.5,177.62275238908387,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.55,198.64733418156757,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.6,221.79783543468943,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.65,248.4101504389713,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.7,280.60045701516765,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.75,321.99724817444377,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.8,379.0861347516827,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.85,464.4294077860156,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.9,605.2817749826467,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.95,868.7068280646138,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.975,1099.1697430535742,quantile
2022-11-28,2022-12-17,16,3 wk ahead inc flu hosp,0.99,1307.986535816985,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.01,6.037484240006136,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.025,10.465379493691112,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.05,17.61565636651183,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.1,33.37944633553802,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.15,50.08234601366901,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.2,67.08720676758261,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.25,84.5268204419658,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.3,102.56940888847544,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.35,121.4178551499634,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.4,141.207530324039,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.45,162.0155639932841,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.5,184.03975509623248,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.55,207.7461051945284,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.6,233.98667049107087,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.65,264.0728622140265,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.7,300.0538372889827,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.75,345.378552883302,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.8,406.273166828286,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.85,495.5331743080605,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.9,643.3978159459119,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.95,943.158987389836,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.975,1266.9197501489205,quantile
2022-11-28,2022-12-24,16,4 wk ahead inc flu hosp,0.99,1674.9816090384506,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.01,161.3861988670126,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.025,224.73426529962956,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.05,292.70483436399235,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.1,385.891463385718,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.15,459.5194877741127,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.2,523.1279278484408,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.25,580.1126495893177,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.3,633.0415849606252,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.35,683.5940261273155,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.4,732.9954490853552,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.45,782.3362366039366,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.5,832.7460930423414,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.55,885.4505295679049,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.6,941.8278417731408,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.65,1003.5953772438212,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.7,1073.149924064243,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.75,1154.3613175782118,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.8,1254.0397898868405,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.85,1385.9666086895706,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.9,1583.5586540307145,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.95,1964.010724577692,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.975,2400.43634001843,quantile
2022-11-28,2022-12-03,17,1 wk ahead inc flu hosp,0.99,3034.398852094356,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.01,100.65103978586856,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.025,146.40383772288254,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.05,202.4000945279145,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.1,300.8968264374245,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.15,395.8039860537804,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.2,487.5430494725441,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.25,577.6055289217375,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.3,667.3543501057977,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.35,757.6507894988871,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.4,848.8731503416169,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.45,941.0006111837788,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.5,1034.6706882525314,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.55,1131.7233365245704,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.6,1235.364496590097,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.65,1350.4224235871386,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.7,1484.2113553287795,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.75,1648.974304537576,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.8,1866.5986952613453,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.85,2180.494578160652,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.9,2688.023898522962,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.95,3650.624583673135,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.975,4560.257469089701,quantile
2022-11-28,2022-12-10,17,2 wk ahead inc flu hosp,0.99,5527.049455892641,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.01,39.91588070472452,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.025,68.07338816403018,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.05,112.09534589899442,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.1,215.9021719034468,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.15,332.08855467618537,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.2,451.9581710966475,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.25,575.0984082541571,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.3,701.6671855937074,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.35,831.7074825277215,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.4,964.7508515978786,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.45,1099.6650561063582,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.5,1236.5952131199842,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.55,1377.9960731384988,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.6,1528.9009403788411,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.65,1697.2495402731936,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.7,1895.272786593316,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.75,2143.5871508114656,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.8,2479.1574599503765,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.85,2975.022266260785,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.9,3792.489283700684,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.95,5337.237739341205,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.975,6720.078035419075,quantile
2022-11-28,2022-12-17,17,3 wk ahead inc flu hosp,0.99,8019.700622432823,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.01,32.49899525239602,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.025,56.40301807925789,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.05,98.3545692376478,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.1,202.84976047540565,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.15,321.2300980497518,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.2,444.9127128823699,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.25,574.294918338597,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.3,710.5728574929915,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.35,854.8155640940081,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.4,1006.987304031154,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.45,1165.9183479276858,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.5,1331.2986249980677,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.55,1505.4938318367572,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.6,1694.3849026438418,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.65,1907.113298173668,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.7,2157.742641872762,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.75,2469.5379499540813,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.8,2884.284637220036,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.85,3487.2890292874104,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.9,4478.286514699547,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.95,6453.948950950972,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.975,8514.842586775861,quantile
2022-11-28,2022-12-24,17,4 wk ahead inc flu hosp,0.99,10982.822023044748,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.01,86.33352931350646,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.025,117.43553234823678,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.05,150.72760700733656,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.1,195.92751176159828,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.15,231.19671624830528,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.2,261.62431639353554,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.25,288.98556213965423,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.3,314.5414927142931,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.35,339.12879597579047,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.4,363.3541953482311,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.45,387.7452991655372,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.5,412.8284451366593,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.55,439.15295433401,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.6,467.3683029748465,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.65,498.32827629764375,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.7,533.2721073632363,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.75,574.1881000247196,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.8,624.6008932115133,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.85,691.7644101455788,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.9,793.4410910224066,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.95,992.888701097716,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.975,1227.1802860643554,quantile
2022-11-28,2022-12-03,18,1 wk ahead inc flu hosp,0.99,1575.649857293171,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.01,55.68449940984502,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.025,80.05398858838275,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.05,110.15623399815988,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.1,162.54077554209155,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.15,209.9660678206772,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.2,253.9337840084338,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.25,296.0457524247229,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.3,337.32391057452185,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.35,378.469998469888,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.4,419.9594167069276,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.45,462.1040289735978,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.5,505.4210543761095,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.55,550.826912489788,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.6,599.755540966751,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.65,654.3094504222746,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.7,717.6729765212442,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.75,795.2331206886654,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.8,896.7698085906472,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.85,1042.079900487991,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.9,1276.9804885294,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.95,1732.6179333077453,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.975,2188.3286258785884,quantile
2022-11-28,2022-12-10,18,2 wk ahead inc flu hosp,0.99,2715.000882909813,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.01,25.035462499060564,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.025,42.67243081428271,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.05,69.5848609889832,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.1,129.1540112940928,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.15,188.7354380787104,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.2,246.2432703089934,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.25,303.1059427097915,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.3,360.10632843475054,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.35,417.8112383353083,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.4,476.5646754369468,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.45,536.4627214103357,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.5,598.0136636155597,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.55,662.5009453882113,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.6,732.1427789586554,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.65,810.2906245469055,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.7,902.0739951645428,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.75,1016.2780666099658,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.8,1168.9387239697812,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.85,1392.3952413451125,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.9,1760.519811293748,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.95,2472.347090775129,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.975,3149.476591979594,quantile
2022-11-28,2022-12-17,18,3 wk ahead inc flu hosp,0.99,3854.351460070582,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.01,19.577993941536675,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.025,33.90683291756569,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.05,58.60662853181473,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.1,116.84970883637376,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.15,177.81209942317744,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.2,238.05923092193592,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.25,298.64563797385443,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.3,360.5310908885939,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.35,424.5345635175313,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.4,491.1976784406025,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.45,560.8056162213549,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.5,633.9617368648298,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.55,712.1146649529675,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.6,797.8708633876952,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.65,895.074122194317,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.7,1009.6045200295832,quantile
2022-11-28,2022-12-24,18,4 wk ahead inc flu hosp,0.75,1151.3910941371885,quantile
